DeviceObj,Circuit,Location,Debug
Backboard gym (South),MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec1.4,,
Backboard gym (North),MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec1.5,,
Outlet Stage,MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec1.6,,
Outlet equip,MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec1.6,1017,
Outlets corr,MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec1.7,1011,
Outlets storage,MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec1.8,,
Outlets corr,MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec1.8,1008,
South parking pole outlets,MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec1.8,,
Outlets,MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec1.9-LGC-1-1.LGC-1-1.1,1020,
Field House,MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec1.9-LGC-1-1.LGC-1-1.2,,
Outlets,MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec1.9-LGC-1-1.LGC-1-1.3,1020,
Field House,MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec1.9-LGC-1-1.LGC-1-1.4,,
Field House,MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec1.9-LGC-1-1.LGC-1-1.5,,
Field House,MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec1.9-LGC-1-1.LGC-1-1.6,,
Field House,MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec1.9-LGC-1-1.LGC-1-1.7,,
Field House,MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec1.9-LGC-1-1.LGC-1-1.8,,
Field House,MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec1.9-LGC-1-1.LGC-1-1.9,,
Field House,MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec1.9-LGC-1-1.LGC-1-1.11,,
Field House,MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec1.9-LGC-1-1.LGC-1-1.13,,
Backboard gym (North),MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec1.10,,
Outlet CUH gym west entry,MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec1.12,,
Outlet field house floor,MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec1.12,,
Folding curtain gym,MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec1.14,,
Outlets boys' locker,MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec1.15,1032,
Folding curtain gym #3,MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec1.16,,
Outlets equip,MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec1.17,1006,
Outlets corr,MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec1.18,1004,
Outlets CUH's chair - 10,MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec1.19,??,
Outlets CUH's chair - 11,MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec1.19,??,
Scoreboard gym (South),MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec1.20,,
Backboard gym (South),MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec1.21,,
Folding curtain gym,MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec1.22,,
Outlets gym (West),MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec1.23,,
Outlets Janitor's closet,MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec1.23,,
Backboard gym (South),MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec1.24,,
Outlets gym (North),MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec1.25,,
EWC,MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec1.25,100,
CUH vest,MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec1.26,1002,1002 (??)
Vending Machine,MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec1.26,,
Paddle fans gym,MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec1.27,,
Paddle fans gym,MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec1.28,,
Paddle fans gym,MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec1.29,,
Folding curtain gym,MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec1.30,,
Backboard gym (North),MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec1.31,,
Scoreboard gym (North),MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec1.32,,
Batting cage,MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec1.32,,
Backboard gym (North),MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec1.33,,
Backboard gym (South),MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec1.33,,
Folding curtain gym #4,MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec1.34,,
Backboard gym (South),MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec1.35,,
Folding curtain gym,MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec1.36,,
Outlets Office Tech,MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec2.37,1053,
Walker duct (Center),MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec2.37,,
Outlets Office Tech,MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec2.38,1053,
Walker duct (North),MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec2.38,,
Outlets,MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec2.39,1054,
Outlets,MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec2.40,1054,
Outlets,MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec2.41,1054,
Outlets ceramic,MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec2.42,1047,
Outlets storage,MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec2.42,1044,
Outlets art,MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec2.43,1048,
Outlets Office Tech,MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec2.45,1053,
North & West,MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec2.45,,
Outlets Office Tech,MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec2.46,1053,
Walker duct (South),MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec2.46,,
Outlets art,MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec2.47,1049,
Outlets art,MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec2.48,1049,
Outlets lobby,MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec2.49,1051,
Elev mechanical Room,MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec2.49,,
Outlets Office Tech,MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec2.50,1053,
East & South,MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec2.50,,
Outlets ceramic,MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec2.51,1047,
Outlets ceramic,MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec2.52,1047,
Outlets key,MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec2.53,1052,
Outlets art,MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec2.54,1048,
Outlets art,MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec2.55,1048,
Outlets key,MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec2.56,1052,
Outlets floor art,MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec2.57,1048,
Outlets floor art,MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec2.58,1048,
Outlets floor art,MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec2.59,1048,
Lights ceramic,MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec2.60,1047,
Lights ceramic,MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec2.61,1047,
Lights ceramic,MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec2.62,1047,
Lights art,MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec2.63,1048,
Lights art,MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec2.64,1048,
Outlets key,MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec2.65,1052,
Lights art,MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec2.66,1048,
Lights art,MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec2.67,1049,
Lights art,MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec2.68,1049,
Lights art,MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec2.69,1049,
Outlets key,MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec2.70,1052,
Lights art,MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec2.71,1049,
Refrigerator training,MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec2.72,1020,
Ice maker Training,MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec2.73,1020,
Refrigerator training,MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec2.74,1020,
Ice maker Training,MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec2.75,1020,
Outlet for whirpool training,MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec2.76,1020,
Hand Dryer,MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec2.77,1024,
Hand Dryer,MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec2.78,1026,
Outlets,MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec3.79,1030A,
Outlets,MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec3.79,1030B,
Outlets,MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec3.80,1030A,
Outlets,MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec3.80,1030B,
Hand Dryer Men's,MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec3.81,1051,
Outlets key,MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec3.82,1052,
Hand Dryer Women's,MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec3.83,1051A,
Hand Dryer bath,MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec3.84,1034A,
Hand Dryer bath,MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec3.85,1051A,
Water cooler corr,MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec3.86,1004,
Outlets office,MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec3.87,1021,
Outlets Kiln,MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec3.88,,
outlets M&W rest,MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec3.88,,
Outlets corr,MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec3.89,1040,
Outlets team,MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec3.89,1039,
Outlets store,MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec3.90,1034,
Outlets office,MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec3.92,1033,
Outlets office,MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec3.93,1022,
Outlets team,MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec3.94,1041,
Outlets team,MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec3.94,1042,
Outlets team,MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec3.94,1015a,
Outlets Janitors closet,MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec3.95,1031A,
Security Panel,MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec3.95,,
Outlets team,MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec3.96,1037,
Outlets office,MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec3.96,1035,
Outlets boys shower,MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec3.97,1027,
Outlets girls' shower,MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec3.98,1025,
Outlets girls' toilet,MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec3.99,1024,
Fan F-11,MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec3.100,,
Fan F-12,MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec3.100,,
Fan F-13,MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec3.100,,
Fan F-19,MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec3.100,,
Fan F-25,MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec3.101,,
Fan F-14,MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec3.104,,
Water Cooler corr,MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec3.105,1004,
Kiln,MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec3.109,,
Kiln,MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec3.111,,
Kiln,MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec3.113,,
Kiln,MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec3.115,,
Kiln,MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec3.117,,
Kiln,MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec3.119,,
LGC via TGC TGC>LGC,MSWB.7-DG.DG.2-L4GC.L4GC.37B,,
LGC via TGC TGC>LGC,MSWB.7-DG.DG.2-L4GC.L4GC.37C,,
Lights Exterior gym,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.1,1001,
F-17,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.2,,
Lights Exterior gym,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.3,1001,
F-17,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.4,,
Lights exterior (East),MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.5,,
Lights Soffit,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.5,,
F-17,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.6,,
Lights exterior,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.7,Lobby,
Lights tower floods,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.7,,
Lights Exterior delivery entrance (West),MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.9,,
Lights,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.10,2002A,
Lights,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.11,2002,
Lights,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.11,2005A,
Lights,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.12,2002,
Lights,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.12,2005A,
Lights elevator lobby,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.13,,
Lights stairs B1,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.13,,
Lights,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.16,1002,
Lights,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.16,2009,
Lights,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.16,2015,
Field House corr,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.16,,
Lights,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.17,3002,
Lights lobby,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.17,3002,
Lights tower sconces,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.17,,
Lights lobby,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.18,2016,
Lights high bay,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.18,,
Outlets gym,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.20-TGD.TGD.LG1sec1.1,2001,
Outlets gym,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.20-TGD.TGD.LG1sec1.1,2014B,
Lobby message sign,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.20-TGD.TGD.LG1sec1.1,,
Outlets,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.20-TGD.TGD.LG1sec1.2,3001,
Outlets Stair B8,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.20-TGD.TGD.LG1sec1.2,,
Outlets,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.20-TGD.TGD.LG1sec1.3,3003,
Outlets,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.20-TGD.TGD.LG1sec1.4,3003,
Outlets,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.20-TGD.TGD.LG1sec1.5,3003,
Outlets Stair B9,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.20-TGD.TGD.LG1sec1.5,,
ATC Panel,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.20-TGD.TGD.LG1sec1.5,3001,
Outlets,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.20-TGD.TGD.LG1sec1.6,2001,
Outlets,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.20-TGD.TGD.LG1sec1.6,2004,
Outlets,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.20-TGD.TGD.LG1sec1.6,2005,
Outlets,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.20-TGD.TGD.LG1sec1.7,2005A,
Outlets EWCs,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.20-TGD.TGD.LG1sec1.7,,
Outlets,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.20-TGD.TGD.LG1sec1.8,2002,
Outlets,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.20-TGD.TGD.LG1sec1.8,2002B,
Outlets EWCs,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.20-TGD.TGD.LG1sec1.8,,
Outlets,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.20-TGD.TGD.LG1sec1.9,2002,
Outlets,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.20-TGD.TGD.LG1sec1.10,2010,
Outlets,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.20-TGD.TGD.LG1sec1.11,2001,
Outlets corr,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.20-TGD.TGD.LG1sec1.12,2010,
Outlets Stairs,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.20-TGD.TGD.LG1sec1.12,,
Outlets Observation,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.20-TGD.TGD.LG1sec1.12,,
Outlets,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.20-TGD.TGD.LG1sec1.13,2007,
Outlets,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.20-TGD.TGD.LG1sec1.13,2008,
Hand Dryer Bathroom,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.20-TGD.TGD.LG1sec1.14,2008,
Outlets,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.20-TGD.TGD.LG1sec1.15,2006,
,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.20-TGD.TGD.LG1sec1.15,L4 Concession,
Outlets,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.20-TGD.TGD.LG1sec1.16,2006,
,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.20-TGD.TGD.LG1sec1.16,L4 Concession,
Outlets gym,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.20-TGD.TGD.LG1sec1.17,2001,
Outlets bath,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.20-TGD.TGD.LG1sec1.18,2011,
Outlets corr,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.20-TGD.TGD.LG1sec1.18,2010A,
Hand Dryer Bathroom,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.20-TGD.TGD.LG1sec1.19,2011,
Outlets lobby,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.20-TGD.TGD.LG1sec1.20,2016,
Outlets lobby,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.20-TGD.TGD.LG1sec1.20,2013,
Outlets,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.20-TGD.TGD.LG1sec1.20,stairs B-1,
Lights Trophy display,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.20-TGD.TGD.LG1sec1.20,,
Outlets gym,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.20-TGD.TGD.LG1sec1.21,2001,
Outlets gym,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.20-TGD.TGD.LG1sec1.21,2014B,
Lobby message sign,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.20-TGD.TGD.LG1sec1.21,,
Outlets,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.20-TGD.TGD.LG1sec1.22,2006,
,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.20-TGD.TGD.LG1sec1.22,L4 Concession,
Outlets,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.20-TGD.TGD.LG1sec1.23,2006,
,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.20-TGD.TGD.LG1sec1.23,L4 Concession,
Outlets gym,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.20-TGD.TGD.LG1sec1.24,2001,
Outlets gym,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.20-TGD.TGD.LG1sec1.24,2006,
,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.20-TGD.TGD.LG1sec1.24,L4 Concession,
UH-2,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.20-TGD.TGD.LG1sec1.25,2002B,2002B (??)
L2 Aircond ACC2,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.20-TGD.TGD.LG1sec1.26,2013,
Door Access,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.20-TGD.TGD.LG1sec1.26,,
Uni Vents (UV),MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.20-TGD.TGD.LG1sec1.27,3003,
Outlets Treadmill,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.20-TGD.TGD.LG1sec1.28,2005A,
CUH 1-3 vest,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.20-TGD.TGD.LG1sec1.29,2017,
Outlets Lobby,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.20-TGD.TGD.LG1sec1.29,2016,2016 (??)
From LG1sec2 (??),MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.20-TGD.TGD.LG1sec1.30,,
Outlets,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.20-TGD.TGD.LG1sec1.31,3002,
Bridge,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.20-TGD.TGD.LG1sec1.31,,
Lights gym,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.20-TGD.TGD.LG1sec1.32,1001,
Contactor,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.20-TGD.TGD.LG1sec1.32,,
Outlets,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.20-TGD.TGD.LG1sec1.33,3002,
Bridge,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.20-TGD.TGD.LG1sec1.33,,
Fan F-16,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.20-TGD.TGD.LG1sec1.34,,
UHS,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.20-TGD.TGD.LG1sec1.34,,
Outlets Mechanical penthouse,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.20-TGD.TGD.LG1sec1.34,,
Lobby evacuation fresh fan,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.20-TGD.TGD.LG1sec1.35,roof,
Collins Center 6A-6B,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.20-TGD.TGD.LG1sec1.35,Roof Hatches,
Lobby evacuation fresh fan,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.20-TGD.TGD.LG1sec1.36,,
Collins Center 6A-6B,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.20-TGD.TGD.LG1sec1.36,Roof Hatches,
Handicap door gym (East),MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.20-TGD.TGD.LG1sec1.39,1001,
Handicap door gym (West),MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.20-TGD.TGD.LG1sec1.41,1001,
Fan F-15,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.20-TGD.TGD.LG1sec2.43,,
Fan F-16,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.20-TGD.TGD.LG1sec2.45,,
Fan F-18,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.20-TGD.TGD.LG1sec2.46,,
ACC 1,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.20-TGD.TGD.LG1sec2.50,2006,
Treadmill gym,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.20-TGD.TGD.LG1sec2.54,,
Fan F-15,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.20-TGD.TGD.LG1sec2.55,,
