path,type,voltage,room,description,devices,,dhb.1.l42csec2.38,circuit,277/480,4054,L2C via T2C
MSWB.8-DL.1-PK.12-TK.PKA.1,Circuit,120/208,1073,Receptacle,Receptacle,,,,,,
MSWB.8-DL.1-PK.12-TK.PKA.2,Circuit,120/208,1073,Receptacle Work Table,Receptacle Work Table,,,,,,
MSWB.8-DL.1-PK.12-TK.PKA.3,Circuit,120/208,1073,Receptacle Slicer,Receptacle Slicer,,,,,,
MSWB.8-DL.1-PK.12-TK.PKA.4,Circuit,120/208,1073,Receptacle Proofer,Receptacle Proofer,,,,,,
MSWB.8-DL.1-PK.12-TK.PKA.5,Circuit,120/208,1073,Blank,BLANK,,,,,,
MSWB.8-DL.1-PK.12-TK.PKA.6,Circuit,120/208,1073,Blank,BLANK,,,,,,
MSWB.8-DL.1-PK.12-TK.PKA.7,Circuit,120/208,1073,Lights New Kitchen Director Office (??),Lights New Kitchen Director Office (??),,,,,,
MSWB.8-DL.1-PK.12-TK.PKA.8,Circuit,120/208,1073,60 Quart Mixer (South),60 Quart Mixer (South),,,,,,
MSWB.8-DL.1-PK.12-TK.PKA.9,Circuit,120/208,1073,Receptacle Assistant Director Office (??),Receptacle Assistant Director Office (??),,,,,,
MSWB.8-DL.1-PK.12-TK.PKA.10,Circuit,120/208,1073,Receptacle Assistant Director Office ,Receptacle Assistant Director Office,,,,,,
MSWB.8-DL.1-PK.12-TK.PKA.11,Circuit,120/208,1073,Receptacle Director Office ,Receptacle Director Office,,,,,,
MSWB.8-DL.1-PK.12-TK.PKA.12,Circuit,120/208,1073,Receptacle Assistant Director Office ,Receptacle Assistant Director Office,,,,,,
MSWB.8-DL.1-PK.12-TK.PKA.13,Circuit,120/208,1073,Receptacle - Microwave / Steamer ,Receptacle!#!#!Microwave / Steamer,,,,,,
MSWB.8-DL.1-PK.12-TK.PKA.14,Circuit,120/208,1073,Receptacle - Microwave / Steamer ,Receptacle!#!#!Microwave / Steamer,,,,,,
MSWB.8-DL.1-PK.12-TK.PKA.15,Circuit,120/208,1073,Blank (??),BLANK (??),,,,,,
MSWB.8-DL.1-PK.12-TK.PKA.16,Circuit,120/208,1073,Blank (??),BLANK (??),,,,,,
MSWB.8-DL.1-PK.12-TK.PKA.17,Circuit,120/208,1073,Blank (??),BLANK (??),,,,,,
MSWB.8-DL.1-PK.12-TK.PKA.18,Circuit,120/208,1073,Blank (??),BLANK (??),,,,,,
MSWB.8-DL.1-PK.12-TK.PKA.19,Circuit,120/208,1073,(Oven) (??,(Oven) (??,,,,,,
MSWB.8-DL.1-PK.12-TK.PKA.20,Circuit,120/208,1073,Spare,Spare,,,,,,
MSWB.8-DL.1-PK.12-TK.PKA.21,Circuit,120/208,1073,Receptacle - Ice Machine ,Receptacle!#!#!Ice Machine,,,,,,
MSWB.8-DL.1-PK.12-TK.PKA.22,Circuit,120/208,1073,Fax Machine Dir.Office,Fax Machine Dir.Office,,,,,,
MSWB.8-DL.1-PK.12-TK.PKA.23,Circuit,120/208,1073,Receptacle - Kitchen Center,Outlets (Center)!#!#!Kitchen,,,,,,
MSWB.8-DL.1-PK.12-TK.PKA.24,Circuit,120/208,1073,Copy Machine Dir.Office,Copy Machine Dir.Office,,,,,,
MSWB.8-DL.1-PK.12-TK.PKA.25,Circuit,120/208,1073,Blank (??),BLANK (??),,,,,,
MSWB.8-DL.1-PK.12-TK.PKA.26,Circuit,120/208,1073,Receptacle - Kitchen Conference Room ,Receptacle!#!#!Kitchen Conference Room,,,,,,
MSWB.8-DL.1-PK.12-TK.PKA.27,Circuit,120/208,1073,Receptacle | Rm 130-05 | Kitchen ,Receptacle Kitchen !#!#!130-05,,,,,,
MSWB.8-DL.1-PK.12-TK.PKA.28,Circuit,120/208,1073,Receptacle - Assist.Dir Office,Receptacle!#!#!Assist.Dir Office,,,,,,
MSWB.8-DL.1-PK.12-TK.PKA.29,Circuit,120/208,1073,Blank (??),BLANK (??),,,,,,
MSWB.8-DL.1-PK.12-TK.PKA.30,Circuit,120/208,1073,Receptacle - Dir Office,Receptacle!#!#!Dir Office,,,,,,
MSWB.8-DL.1-PK.12-TK.PKA.31,Circuit,120/208,1073,Blank (??),BLANK (??),,,,,,
MSWB.8-DL.1-PK.12-TK.PKA.32,Circuit,120/208,1073,Blank (??),BLANK (??),,,,,,
MSWB.8-DL.1-PK.12-TK.PKA.33,Circuit,120/208,1073,Blank (??),BLANK (??),,,,,,
MSWB.8-DL.1-PK.12-TK.PKA.34,Circuit,120/208,1073,Blank (??),BLANK (??),,,,,,
MSWB.8-DL.1-PK.12-TK.PKA.35,Circuit,120/208,1073,Blank (??),BLANK (??),,,,,,
MSWB.8-DL.1-PK.12-TK.PKA.36,Circuit,120/208,1073,Blank (??),BLANK (??),,,,,,
MSWB.8-DL.1-PK.12-TK.PKA.37,Circuit,120/208,1073,Blank (??),BLANK (??),,,,,,
MSWB.8-DL.1-PK.12-TK.PKA.38,Circuit,120/208,1073,Blank (??),BLANK (??),,,,,,
MSWB.8-DL.1-PK.12-TK.PKA.39,Circuit,120/208,1073,Blank (??),BLANK (??),,,,,,
MSWB.8-DL.1-PK.12-TK.PKA.40,Circuit,120/208,1073,Blank (??),BLANK (??),,,,,,
MSWB.8-DL.1-PK.12-TK.PKA.41,Circuit,120/208,1073,Blank (??),BLANK (??),,,,,,
MSWB.8-DL.1-PK.12-TK.PKA.42,Circuit,120/208,1073,Blank (??),BLANK (??),,,,,,
,,,,,,,,,,,
MSWB.8-DL.3-L42D,Panel ,277/480,4097,E4 RM 4097 | 334 | DL#3>L42D>T2D>L2D | P4D Main,Panel!#!#!4097,,,,,,
MSWB.8-DL.3-L42D.1,Circuit,277/480,4097,Spare,Spare,,,,,,
MSWB.8-DL.3-L42D.2,Circuit,277/480,4097,Lights-4062,Lights!#!#!4062,,,,,,
MSWB.8-DL.3-L42D.3,Circuit,277/480,4097,Lights-4063,Lights!#!#!4063,,,,,,
MSWB.8-DL.3-L42D.4,Circuit,277/480,4097,Lights-4064,Lights!#!#!4064,,,,,,
MSWB.8-DL.3-L42D.5,Circuit,277/480,4097,Lights-4066 | Lights-4066A,Lights!#!#!4066 | Lights!#!#!4066A,,,,,,
MSWB.8-DL.3-L42D.6,Circuit,277/480,4097,Lights-4083,Lights!#!#!4083,,,,,,
MSWB.8-DL.3-L42D.7,Circuit,277/480,4097,Lights-4082,Lights!#!#!4082,,,,,,
MSWB.8-DL.3-L42D.8,Circuit,277/480,4097,Lights-4079 | Lights-4080 | Lights-4081A | Lights-4091 | Lights-4091A,Lights!#!#!4079 | Lights!#!#!4080 | Lights!#!#!4081A | Lights!#!#!4091 | Lights!#!#!4091A,,,,,,
MSWB.8-DL.3-L42D.9,Circuit,277/480,4097,Lights-4089,Lights!#!#!4089,,,,,,
MSWB.8-DL.3-L42D.10,Circuit,277/480,4097,Lights-4088,Lights!#!#!4088,,,,,,
MSWB.8-DL.3-L42D.11,Circuit,277/480,4097,Lights-4087,Lights!#!#!4087,,,,,,
MSWB.8-DL.3-L42D.12,Circuit,277/480,4097,Lights-4086,Lights!#!#!4086,,,,,,
MSWB.8-DL.3-L42D.13,Circuit,277/480,4097,Lights-4085,Lights!#!#!4085,,,,,,
MSWB.8-DL.3-L42D.14,Circuit,277/480,4097,Lights-corr 4067 | Lights-corr 4069 | Lights-corr 4070 (Switched),Lights corr!#!#!4067 | Lights corr!#!#!4069 | Lights corr!#!#!4070 (Switched),,,,,,
MSWB.8-DL.3-L42D.15,Circuit,277/480,4097,Lights (night)-corr 4067 | Lights (night)-corr 4069 | Lights (night)-corr 4070 | Switched,Lights (night) corr!#!#!4067 | Lights (night) corr!#!#!4069 | Lights (night) corr!#!#!4070 | Switched,,,,,,
MSWB.8-DL.3-L42D.16,Circuit,277/480,4097,Spare,Spare,,,,,,
MSWB.8-DL.3-L42D.17,Circuit,277/480,4097,Spare,Spare,,,,,,
MSWB.8-DL.3-L42D.18,Circuit,277/480,4097,Spare,Spare,,,,,,
MSWB.8-DL.3-L42D.19,Circuit,277/480,4097,Spare,Spare,,,,,,
MSWB.8-DL.3-L42D.20,Circuit,277/480,4097,Spare,Spare,,,,,,
MSWB.8-DL.3-L42D.21,Circuit,277/480,4097,Spare,Spare,,,,,,
MSWB.8-DL.3-L42D.22,Circuit,277/480,4097,Spare,Spare,,,,,,
MSWB.8-DL.3-L42D.23,Circuit,277/480,4097,Spare,Spare,,,,,,
MSWB.8-DL.3-L42D.24,Circuit,277/480,4097,Spare,Spare,,,,,,
MSWB.8-DL.3-L42D.25,Circuit,277/480,4097,Spare,Spare,,,,,,
MSWB.8-DL.3-L42D.26,Circuit,277/480,4097,Spare,Spare,,,,,,
MSWB.8-DL.3-L42D.27,Circuit,277/480,4097,Spare,Spare,,,,,,
MSWB.8-DL.3-L42D.28,Circuit,277/480,4097,Spare,Spare,,,,,,
MSWB.8-DL.3-L42D.29-T2D,Transformer,277/480,4097,,Transformer!#!#!4097,,,,,,
MSWB.8-DL.3-L42D.30,Circuit,277/480,4097,Spare,Spare,,,,,,
MSWB.8-DL.3-L42D.31,Circuit,277/480,4097,L2D via T2D,L2D via T2D,,,,,,
MSWB.8-DL.3-L42D.32,Circuit,277/480,4097,Spare,Spare,,,,,,
MSWB.8-DL.3-L42D.33,Circuit,277/480,4097,L2D via T2D,L2D via T2D,,,,,,
MSWB.8-DL.3-L42D.34,Circuit,277/480,4097,Blank,BLANK,,,,,,
MSWB.8-DL.3-L42D.35,Circuit,277/480,4097,Blank,BLANK,,,,,,
MSWB.8-DL.3-L42D.36,Circuit,277/480,4097,Blank,BLANK,,,,,,
MSWB.8-DL.3-L42D.37,Circuit,277/480,4097,Blank,BLANK,,,,,,
MSWB.8-DL.3-L42D.38,Circuit,277/480,4097,Blank,BLANK,,,,,,
MSWB.8-DL.3-L42D.39,Circuit,277/480,4097,Blank,BLANK,,,,,,
MSWB.8-DL.3-L42D.40,Circuit,277/480,4097,Blank,BLANK,,,,,,
MSWB.8-DL.3-L42D.41,Circuit,277/480,4097,Blank,BLANK,,,,,,
MSWB.8-DL.3-L42D.42,Circuit,277/480,4097,Blank,BLANK,,,,,,
,,,,,,,,,,,
MSWB.8-DL.3-L42D.29-T2D.L2D,Panel,120/208,4067,E4 RM4067 | 334 | DL#3>L42D>T2D>L2D ,Panel!#!#!4067,,,,,,
MSWB.8-DL.3-L42D.29-T2D.L2D.1,Circuit,120/208,4067,? Science Wing,? Science Wing,,,,,,
MSWB.8-DL.3-L42D.29-T2D.L2D.2,Circuit,120/208,4067,Water Cooler Outlets | Corridor 4072A | Stairs E2,Water Cooler Outlets | corr!#!#!4072A | Stairs E2,,,,,,
MSWB.8-DL.3-L42D.29-T2D.L2D.3,Circuit,120/208,4067,Hand Dryer Rm 4084,Hand Dryer!#!#!4084,,,,,,
MSWB.8-DL.3-L42D.29-T2D.L2D.4,Circuit,120/208,4067,Outlets Rm 4083,Outlets!#!#!4083,,,,,,
MSWB.8-DL.3-L42D.29-T2D.L2D.5,Circuit,120/208,4067,Outlets Rm 4083,Outlets!#!#!4083,,,,,,
MSWB.8-DL.3-L42D.29-T2D.L2D.6,Circuit,120/208,4067,Outlets Rm 4083,Outlets!#!#!4083,,,,,,
MSWB.8-DL.3-L42D.29-T2D.L2D.7,Circuit,120/208,4067,Outlets Rm 4082,Outlets!#!#!4082,,,,,,
MSWB.8-DL.3-L42D.29-T2D.L2D.8,Circuit,120/208,4067,Outlets Rm 4082,Outlets!#!#!4082,,,,,,
MSWB.8-DL.3-L42D.29-T2D.L2D.9,Circuit,120/208,4067,Outlets Rm 4082,Outlets!#!#!4082,,,,,,
MSWB.8-DL.3-L42D.29-T2D.L2D.10,Circuit,120/208,4067,Outlets Rm 4081 | Outlets Rm 4081A,Outlets!#!#!4081 | Outlets!#!#!4081A,,,,,,
MSWB.8-DL.3-L42D.29-T2D.L2D.11,Circuit,120/208,4067,Outlets Rm 4079,Outlets!#!#!4079,,,,,,
MSWB.8-DL.3-L42D.29-T2D.L2D.12,Circuit,120/208,4067,Outlets Rm 4080 | Outlets Rm 4091 ,Outlets!#!#!4080 | Outlets!#!#!4091,,,,,,
MSWB.8-DL.3-L42D.29-T2D.L2D.13,Circuit,120/208,4067,Roof Fan F-43,Fan F-43!#!#! Roof,,,,,,
MSWB.8-DL.3-L42D.29-T2D.L2D.14,Circuit,120/208,4067,Outlets Rm 4066,Outlets!#!#!4066,,,,,,
MSWB.8-DL.3-L42D.29-T2D.L2D.15,Circuit,120/208,4067,Outlets Rm 4018| Outlets Rm 4019,Outlets!#!#!4018| Outlets!#!#!4019,,,,,,
MSWB.8-DL.3-L42D.29-T2D.L2D.16,Circuit,120/208,4067,Outlets Rm 4066A,Outlets!#!#!4066A,,,,,,
MSWB.8-DL.3-L42D.29-T2D.L2D.17,Circuit,120/208,4067,Outlets Rm 4069,Outlets!#!#!4069,,,,,,
MSWB.8-DL.3-L42D.29-T2D.L2D.18,Circuit,120/208,4067,Hand Dryer Rm 4065,Hand Dryer!#!#!4065,,,,,,
MSWB.8-DL.3-L42D.29-T2D.L2D.19,Circuit,120/208,4067,Distiller Controls Rm 4087,Distiller Controls!#!#!4087,,,,,,
MSWB.8-DL.3-L42D.29-T2D.L2D.20,Circuit,120/208,4067,MAIN,MAIN,,,,,,
MSWB.8-DL.3-L42D.29-T2D.L2D.21,Circuit,120/208,4067,Distiller Controls Rm 4087,Distiller Controls!#!#!4087,,,,,,
MSWB.8-DL.3-L42D.29-T2D.L2D.22,Circuit,120/208,4067,MAIN,MAIN,,,,,,
MSWB.8-DL.3-L42D.29-T2D.L2D.23,Circuit,120/208,4067,Distiller Controls Rm 4087,Distiller Controls!#!#!4087,,,,,,
MSWB.8-DL.3-L42D.29-T2D.L2D.24,Circuit,120/208,4067,MAIN,MAIN,,,,,,
,,,,,,,,,,,
MSWB.8-DL.4-L4G,Panel,277/480,1066,C1 RM1066  | 118 | DL#4>L4G | cafeteria-,Panel!#!#!1066,,,,,,
MSWB.8-DL.4-L4G.1,Circuit,277/480,1066,Lights-1068 | Lights-1069A | Ramp,Lights!#!#!1068 | Lights!#!#!1069A | Ramp,,,,,,
MSWB.8-DL.4-L4G.2,Circuit,277/480,1066,bypass Relay | Mezzanine Lights,bypass Relay | Mezzanine Lights,,,,,,
MSWB.8-DL.4-L4G.3,Circuit,277/480,1066,Lights-1058 | Lights-1059 | Lights-1060 | Lights-1061,Lights!#!#!1058 | Lights!#!#!1059 | Lights!#!#!1060 | Lights!#!#!1061,,,,,,
MSWB.8-DL.4-L4G.4,Circuit,277/480,1066,Lights-1062| Lights-1063 | Lights-1064 | Lights-1067 | Lights-1071A |  Lights-1072 |  Lights-1073,Lights!#!#!1062| Lights!#!#!1063 | Lights!#!#!1064 | Lights!#!#!1067 | Lights!#!#!1071A | Lights!#!#!1072 | Lights!#!#!1073,,,,,,
MSWB.8-DL.4-L4G.5,Circuit,277/480,1066,Lights cafeteria- Rm 1088| Lights-1057,Lights cafeteria!#!#!1088| Lights!#!#!1057,,,,,,
MSWB.8-DL.4-L4G.6,Circuit,277/480,1066,Lights cafeteria- Rm 1088,Lights cafeteria!#!#!1088,,,,,,
MSWB.8-DL.4-L4G.7,Circuit,277/480,1066,Lights cafeteria- Rm 1088,Lights cafeteria!#!#!1088,,,,,,
MSWB.8-DL.4-L4G.8,Circuit,277/480,1066,Lights cafeteria- Rm 1088,Lights cafeteria!#!#!1088,,,,,,
MSWB.8-DL.4-L4G.9,Circuit,277/480,1066,Lights cafeteria- Rm 1088,Lights cafeteria!#!#!1088,,,,,,
MSWB.8-DL.4-L4G.10,Circuit,277/480,1066,Timeclock bypass Relqay | Exterior Egress Lights,Timeclock bypass Relqay | Exterior Egress Lights,,,,,,
MSWB.8-DL.4-L4G.11,Circuit,277/480,1066,Lights-1056 | Lights-1065 | Lights-1066 | Lights-1068 | Lights-1087,Lights!#!#!1056 | Lights!#!#!1065 | Lights!#!#!1066 | Lights!#!#!1068 | Lights!#!#!1087,,,,,,
MSWB.8-DL.4-L4G.12,Circuit,277/480,1066,Bypass Relay | Hall Lights,Bypass Relay | Hall Lights,,,,,,
MSWB.8-DL.4-L4G.13,Circuit,277/480,1066,Lights Crawlspace,Lights Crawlspace,,,,,,
MSWB.8-DL.4-L4G.14,Circuit,277/480,1066,Lights Crawlspace,Lights Crawlspace,,,,,,
MSWB.8-DL.4-L4G.15,Circuit,277/480,1066,Blank,BLANK,,,,,,
MSWB.8-DL.4-L4G.16,Circuit,277/480,1066,Lights Crawlspace,Lights Crawlspace,,,,,,
MSWB.8-DL.4-L4G.17,Circuit,277/480,1066,Blank,BLANK,,,,,,
MSWB.8-DL.4-L4G.18,Circuit,277/480,1066,Bypass Relay | cafeteria- Lights,Bypass Relay | Lights!#!#!cafeteria,,,,,,
MSWB.8-DL.4-L4G.19,Circuit,277/480,1066,Blank,BLANK,,,,,,
MSWB.8-DL.4-L4G.20,Circuit,277/480,1066,Blank,BLANK,,,,,,
MSWB.8-DL.4-L4G.21,Circuit,277/480,1066,Blank,BLANK,,,,,,
MSWB.8-DL.4-L4G.22,Circuit,277/480,1066,Roof Fan F-40,Fan F-40!#!#!roof,,,,,,
MSWB.8-DL.4-L4G.23,Circuit,277/480,1066,Blank,BLANK,,,,,,
MSWB.8-DL.4-L4G.24,Circuit,277/480,1066,Roof Fan F-40,Fan F-40!#!#!Roof,,,,,,
MSWB.8-DL.4-L4G.25,Circuit,277/480,1066,Blank,BLANK,,,,,,
MSWB.8-DL.4-L4G.26,Circuit,277/480,1066,Roof Fan F-40,Fan F-40!#!#!Roof,,,,,,
MSWB.8-DL.4-L4G.27,Circuit,277/480,1066,Blank,BLANK,,,,,,
MSWB.8-DL.4-L4G.28,Circuit,277/480,1066,Roof Fan F-49,Fan F-49!#!#!Roof,,,,,,
MSWB.8-DL.4-L4G.29,Circuit,277/480,1066,Blank,BLANK,,,,,,
MSWB.8-DL.4-L4G.30,Circuit,277/480,1066,Roof Fan F-49,Fan F-49!#!#!Roof,,,,,,
MSWB.8-DL.4-L4G.31,Circuit,277/480,1066,Blank,BLANK,,,,,,
MSWB.8-DL.4-L4G.32,Circuit,277/480,1066,Roof Fan F-49,Fan F-49!#!#!Roof,,,,,,
MSWB.8-DL.4-L4G.33,Circuit,277/480,1066,Blank,BLANK,,,,,,
MSWB.8-DL.4-L4G.34-TG,Transformer,277/480,1066,C1 RM1066  | 118 | DL#4>L4G > TG,Transformer!#!#!1066,,,,,,
MSWB.8-DL.4-L4G.35,Circuit,277/480,1066,Blank,BLANK,,,,,,
MSWB.8-DL.4-L4G.36,Circuit,277/480,1066,LGsec1 | LG via TG | TG > LG,LG via TG,,,,,,
MSWB.8-DL.4-L4G.37,Circuit,277/480,1066,Blank,BLANK,,,,,,
MSWB.8-DL.4-L4G.38,Circuit,277/480,1066,LGsec1 | LG via TG | TG > LG,LG via TG,,,,,,
MSWB.8-DL.4-L4G.39,Circuit,277/480,1066,Blank,BLANK,,,,,,
MSWB.8-DL.4-L4G.40,Circuit,277/480,1066,Blank,BLANK,,,,,,
MSWB.8-DL.4-L4G.41,Circuit,277/480,1066,Blank,BLANK,,,,,,
MSWB.8-DL.4-L4G.42,Circuit,277/480,1066,Blank,BLANK,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
MSWB.8-DL.4-L4G.34-TG.LGsec1,Panel,120/208,1066,C1 RM1066  | 118 | DL#4>L4G > TG > LGsec1,Panel!#!#!1066,,,,,,
MSWB.8-DL.4-L4G.34-TG.LGsec1.A,Circuit,120/208,1066,MAIN,MAIN,,,,,,
MSWB.8-DL.4-L4G.34-TG.LGsec1.B,Circuit,120/208,1066,MAIN,MAIN,,,,,,
MSWB.8-DL.4-L4G.34-TG.LGsec1.C,Circuit,120/208,1066,MAIN,MAIN,,,,,,
MSWB.8-DL.4-L4G.34-TG.LGsec1.1,Circuit,120/208,1066,BLANK,BLANK,,,,,,
MSWB.8-DL.4-L4G.34-TG.LGsec1.2,Circuit,120/208,1066,Roof Fan F-53 | Roof Fan F-59 | Roof Fan F-60,Fan F-53!#!#!Roof | Fan F-59!#!#!Roof | Fan F-60!#!#!Roof,,,,,,
MSWB.8-DL.4-L4G.34-TG.LGsec1.3,Circuit,120/208,1066,BLANK,BLANK,,,,,,
MSWB.8-DL.4-L4G.34-TG.LGsec1.4,Circuit,120/208,1066,BLANK,BLANK,,,,,,
MSWB.8-DL.4-L4G.34-TG.LGsec1.5,Circuit,120/208,1066,BLANK,BLANK,,,,,,
MSWB.8-DL.4-L4G.34-TG.LGsec1.6,Circuit,120/208,1066,BLANK,BLANK,,,,,,
MSWB.8-DL.4-L4G.34-TG.LGsec1.7,Circuit,120/208,1066,BLANK,BLANK,,,,,,
MSWB.8-DL.4-L4G.34-TG.LGsec1.8,Circuit,120/208,1066,Destratification fans 1088 | cafeteria-,Destratification fans!#!#!1088 | cafeteria!#!#!,,,,,,
MSWB.8-DL.4-L4G.34-TG.LGsec1.9,Circuit,120/208,1066,BLANK,BLANK,,,,,,
MSWB.8-DL.4-L4G.34-TG.LGsec1.10,Circuit,120/208,1066,BLANK,BLANK,,,,,,
MSWB.8-DL.4-L4G.34-TG.LGsec1.11,Circuit,120/208,1066,BLANK,BLANK,,,,,,
MSWB.8-DL.4-L4G.34-TG.LGsec1.12,Circuit,120/208,1066,Outlets Rm 1060,Outlets!#!#!1060,,,,,,
MSWB.8-DL.4-L4G.34-TG.LGsec1.13,Circuit,120/208,1066,Outlets Rm 1060,Outlets!#!#!1060,,,,,,
MSWB.8-DL.4-L4G.34-TG.LGsec1.14,Circuit,120/208,1066,Outlets Rm 1060 | CUH's cafeteria- ,Outlets!#!#!1060 | CUH's cafeteria!#!#!,,,,,,
MSWB.8-DL.4-L4G.34-TG.LGsec1.15,Circuit,120/208,1066,Water Coolers | cafeteria- ,Water Coolers | cafeteria!#!#!,,,,,,
MSWB.8-DL.4-L4G.34-TG.LGsec1.16,Circuit,120/208,1066,Outlets Rm 1088 | CUH's cafeteria- ,Outlets!#!#!1088 | CUH's cafeteria!#!#!,,,,,,
MSWB.8-DL.4-L4G.34-TG.LGsec1.17,Circuit,120/208,1066,Outlets Rm 1060,Outlets!#!#!1060,,,,,,
MSWB.8-DL.4-L4G.34-TG.LGsec1.18,Circuit,120/208,1066,BLANK,BLANK,,,,,,
MSWB.8-DL.4-L4G.34-TG.LGsec1.19,Circuit,120/208,1066,BLANK,BLANK,,,,,,
MSWB.8-DL.4-L4G.34-TG.LGsec1.20,Circuit,120/208,1066,Unit Ventilators (UV) 1088,Unit Ventilators (UV)!#!#!1088,,,,,,
MSWB.8-DL.4-L4G.34-TG.LGsec1.21,Circuit,120/208,1066,Hand Dryer Rm 1086 | Outlets Rm 1086,Hand Dryer!#!#!1086 | Outlets!#!#!1086,,,,,,
MSWB.8-DL.4-L4G.34-TG.LGsec1.22,Circuit,120/208,1066,Outlets Rm 1084,Outlets!#!#!1084,,,,,,
MSWB.8-DL.4-L4G.34-TG.LGsec1.23,Circuit,120/208,1066,Outlets Rm 1057 | Outlets Rm 1087  | Outlets Rm 1066 ,Outlets!#!#!1057 | Outlets!#!#!1087 | Outlets!#!#!1066,,,,,,
MSWB.8-DL.4-L4G.34-TG.LGsec1.24,Circuit,120/208,1066,Outlets Rm 1057,Outlets!#!#!1057,,,,,,
MSWB.8-DL.4-L4G.34-TG.LGsec1.25,Circuit,120/208,1066,Outlets Rm 1057,Outlets!#!#!1057,,,,,,
MSWB.8-DL.4-L4G.34-TG.LGsec1.26,Circuit,120/208,1066,Outlets Rm 1088,Outlets!#!#!1088,,,,,,
MSWB.8-DL.4-L4G.34-TG.LGsec1.27,Circuit,120/208,1066,Outlets Rm 1088,Outlets!#!#!1088,,,,,,
MSWB.8-DL.4-L4G.34-TG.LGsec1.28,Circuit,120/208,1066,Outlets Rm 1088,Outlets!#!#!1088,,,,,,
MSWB.8-DL.4-L4G.34-TG.LGsec1.29,Circuit,120/208,1066,Outlets Mezzanine 2018,Outlets Mezzanine!#!#!2018,,,,,,
MSWB.8-DL.4-L4G.34-TG.LGsec1.30,Circuit,120/208,1066,BLANK,BLANK,,,,,,
,,,,,,,,,,,
MSWB.8-DL.4-L4G.34-TG.LGsec2,Panel,120/208,1046A,C1 RM1046A  | 118 | DL#4>L4G > TG > LGsec2,Panel!#!#!1046A,,,,,,
MSWB.8-DL.4-L4G.34-TG.LGsec2.31,Circuit,120/208,1046A,Outlets RM 1064,Outlets!#!#!1064,,,,,,
MSWB.8-DL.4-L4G.34-TG.LGsec2.32,Circuit,120/208,1046A,Outlets RM 1064A | Outlets RM 1059 |Outlets RM 1067 | Outlets RM 1069 | Outlets RM 1070,Outlets!#!#!1064A | Outlets!#!#!1059 |Outlets!#!#!1067 | Outlets!#!#!1069 | Outlets!#!#!1070,,,,,,
MSWB.8-DL.4-L4G.34-TG.LGsec2.33,Circuit,120/208,1046A,Outlets RM 1062,Outlets!#!#!1062,,,,,,
MSWB.8-DL.4-L4G.34-TG.LGsec2.34,Circuit,120/208,1046A,Outlets RM 1063,Outlets!#!#!1063,,,,,,
MSWB.8-DL.4-L4G.34-TG.LGsec2.35,Circuit,120/208,1046A,Outlets RM 1064,Outlets!#!#!1064,,,,,,
MSWB.8-DL.4-L4G.34-TG.LGsec2.36,Circuit,120/208,1046A,Outlets RM 1071A,Outlets!#!#!1071A,,,,,,
MSWB.8-DL.4-L4G.34-TG.LGsec2.37,Circuit,120/208,1046A,Outlets RM 1072 | Outlets RM 1073,Outlets!#!#!1072 | Outlets!#!#!1073,,,,,,
MSWB.8-DL.4-L4G.34-TG.LGsec2.38,Circuit,120/208,1046A,Outlets RM 1076 | Outlets RM 1078,Outlets!#!#!1076 | Outlets!#!#!1078,,,,,,
MSWB.8-DL.4-L4G.34-TG.LGsec2.39,Circuit,120/208,1046A,Outlets darkroom 1059,Outlets darkroom!#!#!1059,,,,,,
MSWB.8-DL.4-L4G.34-TG.LGsec2.40,Circuit,120/208,1046A,Outlets darkroom 1059,Outlets darkroom!#!#!1059,,,,,,
MSWB.8-DL.4-L4G.34-TG.LGsec2.41,Circuit,120/208,1046A,Outlets darkroom 1059,Outlets darkroom!#!#!1059,,,,,,
MSWB.8-DL.4-L4G.34-TG.LGsec2.42,Circuit,120/208,1046A,Outlets darkroom 1059,Outlets darkroom!#!#!1059,,,,,,
MSWB.8-DL.4-L4G.34-TG.LGsec2.43,Circuit,120/208,1046A,Outlets darkroom 1059,Outlets darkroom!#!#!1059,,,,,,
MSWB.8-DL.4-L4G.34-TG.LGsec2.44,Circuit,120/208,1046A,Outlets darkroom 1059,Outlets darkroom!#!#!1059,,,,,,
MSWB.8-DL.4-L4G.34-TG.LGsec2.45,Circuit,120/208,1046A,Outlets darkroom 1059,Outlets darkroom!#!#!1059,,,,,,
MSWB.8-DL.4-L4G.34-TG.LGsec2.46,Circuit,120/208,1046A,Outlets darkroom 1059,Outlets darkroom!#!#!1059,,,,,,
MSWB.8-DL.4-L4G.34-TG.LGsec2.47,Circuit,120/208,1046A,Outlets darkroom 1059,Outlets darkroom!#!#!1059,,,,,,
MSWB.8-DL.4-L4G.34-TG.LGsec2.48,Circuit,120/208,1046A,Outlets darkroom 1059,Outlets darkroom!#!#!1059,,,,,,
MSWB.8-DL.4-L4G.34-TG.LGsec2.49,Circuit,120/208,1046A,Outlets darkroom 1059,Outlets darkroom!#!#!1059,,,,,,
MSWB.8-DL.4-L4G.34-TG.LGsec2.50,Circuit,120/208,1046A,Outlets darkroom 1059,Outlets darkroom!#!#!1059,,,,,,
