path,type,voltage,room,description,devices,,dhb.1.l42csec2.38,circuit,277/480,4054,L2C via T2C
MSWB.7-DG.2-L4GC.37A-TGC.LGCsec1.15,Circuit,120/208,1007,Outlets boys' locker 1032,Outlets boys' locker!#!#!1032,,,,,,
MSWB.7-DG.2-L4GC.37A-TGC.LGCsec1.16,Circuit,120/208,1007,Folding curtain gym #3,Folding curtain gym #3,,,,,,
MSWB.7-DG.2-L4GC.37A-TGC.LGCsec1.17,Circuit,120/208,1007,Outlets equip rm 1006,Outlets equip!#!#!1006,,,,,,
MSWB.7-DG.2-L4GC.37A-TGC.LGCsec1.18,Circuit,120/208,1007,Outlets-corr 1004,Outlets corr!#!#!1004,,,,,,
MSWB.7-DG.2-L4GC.37A-TGC.LGCsec1.19,Circuit,120/208,1007,Outlets CUH's chair 10 | Outlets CUH's chair 11,Outlets CUH's chair - 10 !#!#!?? | Outlets CUH's chair - 11 !#!#!??,,,,,,
MSWB.7-DG.2-L4GC.37A-TGC.LGCsec1.20,Circuit,120/208,1007,Scoreboard gym (South),Scoreboard gym (South),,,,,,
MSWB.7-DG.2-L4GC.37A-TGC.LGCsec1.21,Circuit,120/208,1007,Backboard gym (South),Backboard gym (South),,,,,,
MSWB.7-DG.2-L4GC.37A-TGC.LGCsec1.22,Circuit,120/208,1007,Folding curtain gym,Folding curtain gym,,,,,,
MSWB.7-DG.2-L4GC.37A-TGC.LGCsec1.23,Circuit,120/208,1007,Outlets gym (West) | Outlets Janitor's closet,Outlets gym (West) | Outlets Janitor's closet,,,,,,
MSWB.7-DG.2-L4GC.37A-TGC.LGCsec1.24,Circuit,120/208,1007,Backboard gym (South),Backboard gym (South),,,,,,
MSWB.7-DG.2-L4GC.37A-TGC.LGCsec1.25,Circuit,120/208,1007,Outlets gym (North) | EWC 100,Outlets gym (North) | EWC!#!#!100,,,,,,
MSWB.7-DG.2-L4GC.37A-TGC.LGCsec1.26,Circuit,120/208,1007,CUH vest 1002 (??) | Vending Machine,CUH vest!#!#!1002 (??) | Vending Machine,,,,,,
MSWB.7-DG.2-L4GC.37A-TGC.LGCsec1.27,Circuit,120/208,1007,Paddle fans gym,Paddle fans gym,,,,,,
MSWB.7-DG.2-L4GC.37A-TGC.LGCsec1.28,Circuit,120/208,1007,Paddle fans gym,Paddle fans gym,,,,,,
MSWB.7-DG.2-L4GC.37A-TGC.LGCsec1.29,Circuit,120/208,1007,Paddle fans gym,Paddle fans gym,,,,,,
MSWB.7-DG.2-L4GC.37A-TGC.LGCsec1.30,Circuit,120/208,1007,Folding curtain gym,Folding curtain gym,,,,,,
MSWB.7-DG.2-L4GC.37A-TGC.LGCsec1.31,Circuit,120/208,1007,Backboard gym (North),Backboard gym (North),,,,,,
MSWB.7-DG.2-L4GC.37A-TGC.LGCsec1.32,Circuit,120/208,1007,Scoreboard gym (North) | Batting cage,Scoreboard gym (North) | Batting cage,,,,,,
MSWB.7-DG.2-L4GC.37A-TGC.LGCsec1.33,Circuit,120/208,1007,Backboard gym (North) | Backboard gym (South),Backboard gym (North) | Backboard gym (South),,,,,,
MSWB.7-DG.2-L4GC.37A-TGC.LGCsec1.34,Circuit,120/208,1007,Folding curtain gym #4,Folding curtain gym #4,,,,,,
MSWB.7-DG.2-L4GC.37A-TGC.LGCsec1.35,Circuit,120/208,1007,Backboard gym (South),Backboard gym (South),,,,,,
MSWB.7-DG.2-L4GC.37A-TGC.LGCsec1.36,Circuit,120/208,1007,Folding curtain gym,Folding curtain gym,,,,,,
MSWB.7-DG.2-L4GC.37A-TGC.LGCsec1.36A,Circuit,120/208,1007,MAIN,MAIN,,,,,,
MSWB.7-DG.2-L4GC.37A-TGC.LGCsec1.36B,Circuit,120/208,1007,MAIN,MAIN,,,,,,
MSWB.7-DG.2-L4GC.37A-TGC.LGCsec1.36C,Circuit,120/208,1007,MAIN,MAIN,,,,,,
,,,,,,,,,,,
MSWB.7-DG.2-L4GC.37A-TGC.LGCsec1.9-LGCsec1-1.LGC-1-1,Panel,120/208,1044,Secondary Panel located in adjacent room 101-03 for Gym,Panel!#!#!1044,,,,,,
MSWB.7-DG.2-L4GC.37A-TGC.LGCsec1.9-LGCsec1-1.LGC-1-1.1,Circuit,120/208,1044,Outlet Training Room 1020,Outlets!#!#!1020,,,,,,
MSWB.7-DG.2-L4GC.37A-TGC.LGCsec1.9-LGCsec1-1.LGC-1-1.2,Circuit,120/208,1044,Spider #1,Field House,,,,,,
MSWB.7-DG.2-L4GC.37A-TGC.LGCsec1.9-LGCsec1-1.LGC-1-1.3,Circuit,120/208,1044,Outlet Training Room 1020,Outlets!#!#!1020,,,,,,
MSWB.7-DG.2-L4GC.37A-TGC.LGCsec1.9-LGCsec1-1.LGC-1-1.4,Circuit,120/208,1044,Spider #1,Field House,,,,,,
MSWB.7-DG.2-L4GC.37A-TGC.LGCsec1.9-LGCsec1-1.LGC-1-1.5,Circuit,120/208,1044,Back Board Gym (North),Field House,,,,,,
MSWB.7-DG.2-L4GC.37A-TGC.LGCsec1.9-LGCsec1-1.LGC-1-1.6,Circuit,120/208,1044,Spider #2,Field House,,,,,,
MSWB.7-DG.2-L4GC.37A-TGC.LGCsec1.9-LGCsec1-1.LGC-1-1.7,Circuit,120/208,1044,Theatrical Power leads,Field House,,,,,,
MSWB.7-DG.2-L4GC.37A-TGC.LGCsec1.9-LGCsec1-1.LGC-1-1.8,Circuit,120/208,1044,Spider #2,Field House,,,,,,
MSWB.7-DG.2-L4GC.37A-TGC.LGCsec1.9-LGCsec1-1.LGC-1-1.9,Circuit,120/208,1044,Theatrical Power leads,Field House,,,,,,
MSWB.7-DG.2-L4GC.37A-TGC.LGCsec1.9-LGCsec1-1.LGC-1-1.10,Circuit,120/208,1044,Blank,,,,,,,
MSWB.7-DG.2-L4GC.37A-TGC.LGCsec1.9-LGCsec1-1.LGC-1-1.11,Circuit,120/208,1044,Theatrical Power leads,Field House,,,,,,
MSWB.7-DG.2-L4GC.37A-TGC.LGCsec1.9-LGCsec1-1.LGC-1-1.12,Circuit,120/208,1044,Blank,,,,,,,
MSWB.7-DG.2-L4GC.37A-TGC.LGCsec1.9-LGCsec1-1.LGC-1-1.13,Circuit,120/208,1044,CCTV Power supply,Field House,,,,,,
,,,,,,,,,,,
MSWB.7-DG.2-L4GC.37A-TGC.LGCsec2,Panel,120/208,1044,B1 RM1044 | 113-02,Panel!#!#!1044,,,,,,
MSWB.7-DG.2-L4GC.37A-TGC.LGCsec2.37,Circuit,120/208,1044,Outlets Office Tech 1053 | Walker duct (Center) | Rm 112,Outlets Office Tech!#!#!1053 | Walker duct (Center),,,,,,
MSWB.7-DG.2-L4GC.37A-TGC.LGCsec2.38,Circuit,120/208,1044,Outlets Office Tech 1053 | Walker duct (North) | Rm 112,Outlets Office Tech!#!#!1053 | Walker duct (North),,,,,,
MSWB.7-DG.2-L4GC.37A-TGC.LGCsec2.39,Circuit,120/208,1044,Outlets RM 1054 | Rm 114,Outlets!#!#!1054,,,,,,
MSWB.7-DG.2-L4GC.37A-TGC.LGCsec2.40,Circuit,120/208,1044,Outlets RM 1054 | Rm 114,Outlets!#!#!1054,,,,,,
MSWB.7-DG.2-L4GC.37A-TGC.LGCsec2.41,Circuit,120/208,1044,Outlets RM 1054 | Rm 114,Outlets!#!#!1054,,,,,,
MSWB.7-DG.2-L4GC.37A-TGC.LGCsec2.42,Circuit,120/208,1044,Outlets ceramic 1047 | Outlets storage 1044,Outlets ceramic!#!#!1047 | Outlets storage!#!#!1044,,,,,,
MSWB.7-DG.2-L4GC.37A-TGC.LGCsec2.43,Circuit,120/208,1044,Outlets art RM 1048,Outlets art!#!#!1048,,,,,,
MSWB.7-DG.2-L4GC.37A-TGC.LGCsec2.44,Circuit,120/208,1044,Blank,BLANK,,,,,,
MSWB.7-DG.2-L4GC.37A-TGC.LGCsec2.45,Circuit,120/208,1044,Outlets Office Tech 1053 | North & West | R 114,Outlets Office Tech!#!#!1053 | North & West,,,,,,
MSWB.7-DG.2-L4GC.37A-TGC.LGCsec2.46,Circuit,120/208,1044,Outlets Office Tech 1053 |Walker duct (South) | Rm 112,Outlets Office Tech!#!#!1053 |Walker duct (South),,,,,,
MSWB.7-DG.2-L4GC.37A-TGC.LGCsec2.47,Circuit,120/208,1044,Outlets art RM 1049,Outlets art!#!#!1049,,,,,,
MSWB.7-DG.2-L4GC.37A-TGC.LGCsec2.48,Circuit,120/208,1044,Outlets art RM 1049,Outlets art!#!#!1049,,,,,,
MSWB.7-DG.2-L4GC.37A-TGC.LGCsec2.49,Circuit,120/208,1044,Outlets lobby 1051 | Elev mechanical Room,Outlets lobby!#!#!1051 | Elev mechanical Room,,,,,,
MSWB.7-DG.2-L4GC.37A-TGC.LGCsec2.50,Circuit,120/208,1044,Outlets Office Tech 1053 |East & South| Rm 112,Outlets Office Tech!#!#!1053 |East & South,,,,,,
MSWB.7-DG.2-L4GC.37A-TGC.LGCsec2.51,Circuit,120/208,1044,Outlets ceramic 1047,Outlets ceramic!#!#!1047,,,,,,
MSWB.7-DG.2-L4GC.37A-TGC.LGCsec2.52,Circuit,120/208,1044,Outlets ceramic 1047,Outlets ceramic!#!#!1047,,,,,,
MSWB.7-DG.2-L4GC.37A-TGC.LGCsec2.53,Circuit,120/208,1044,Outlets key RM 1052,Outlets key!#!#!1052,,,,,,
MSWB.7-DG.2-L4GC.37A-TGC.LGCsec2.54,Circuit,120/208,1044,Outlets art RM 1048,Outlets art!#!#!1048,,,,,,
MSWB.7-DG.2-L4GC.37A-TGC.LGCsec2.55,Circuit,120/208,1044,Outlets art RM 1048,Outlets art!#!#!1048,,,,,,
MSWB.7-DG.2-L4GC.37A-TGC.LGCsec2.56,Circuit,120/208,1044,Outlets key RM 1052 | RM 110,Outlets key!#!#!1052,,,,,,
MSWB.7-DG.2-L4GC.37A-TGC.LGCsec2.57,Circuit,120/208,1044,Outlets floor art RM 1048,Outlets floor art!#!#!1048,,,,,,
MSWB.7-DG.2-L4GC.37A-TGC.LGCsec2.58,Circuit,120/208,1044,Outlets floor art RM 1048,Outlets floor art!#!#!1048,,,,,,
MSWB.7-DG.2-L4GC.37A-TGC.LGCsec2.59,Circuit,120/208,1044,Outlets floor art RM 1048,Outlets floor art!#!#!1048,,,,,,
MSWB.7-DG.2-L4GC.37A-TGC.LGCsec2.60,Circuit,120/208,1044,Lights ceramic 1047,Lights ceramic!#!#!1047,,,,,,
MSWB.7-DG.2-L4GC.37A-TGC.LGCsec2.61,Circuit,120/208,1044,Lights ceramic 1047,Lights ceramic!#!#!1047,,,,,,
MSWB.7-DG.2-L4GC.37A-TGC.LGCsec2.62,Circuit,120/208,1044,Lights ceramic 1047,Lights ceramic!#!#!1047,,,,,,
MSWB.7-DG.2-L4GC.37A-TGC.LGCsec2.63,Circuit,120/208,1044,Lights art rm 1048,Lights art!#!#!1048,,,,,,
MSWB.7-DG.2-L4GC.37A-TGC.LGCsec2.64,Circuit,120/208,1044,Lights art rm 1048,Lights art!#!#!1048,,,,,,
MSWB.7-DG.2-L4GC.37A-TGC.LGCsec2.65,Circuit,120/208,1044,Outlets key RM 1052 | RM 110,Outlets key!#!#!1052,,,,,,
MSWB.7-DG.2-L4GC.37A-TGC.LGCsec2.66,Circuit,120/208,1044,Lights art rm 1048,Lights art!#!#!1048,,,,,,
MSWB.7-DG.2-L4GC.37A-TGC.LGCsec2.67,Circuit,120/208,1044,Lights art rm 1049,Lights art!#!#!1049,,,,,,
MSWB.7-DG.2-L4GC.37A-TGC.LGCsec2.68,Circuit,120/208,1044,Lights art rm 1049,Lights art!#!#!1049,,,,,,
MSWB.7-DG.2-L4GC.37A-TGC.LGCsec2.69,Circuit,120/208,1044,Lights art rm 1049,Lights art!#!#!1049,,,,,,
MSWB.7-DG.2-L4GC.37A-TGC.LGCsec2.70,Circuit,120/208,1044,Outlets key RM 1052 | RM 110,Outlets key!#!#!1052,,,,,,
MSWB.7-DG.2-L4GC.37A-TGC.LGCsec2.71,Circuit,120/208,1044,Lights art rm 1049,Lights art!#!#!1049,,,,,,
MSWB.7-DG.2-L4GC.37A-TGC.LGCsec2.72,Circuit,120/208,1044,Refrigerator training 1020,Refrigerator training!#!#!1020,,,,,,
MSWB.7-DG.2-L4GC.37A-TGC.LGCsec2.73,Circuit,120/208,1044,Ice maker Training rm 1020,Ice maker Training!#!#!1020,,,,,,
MSWB.7-DG.2-L4GC.37A-TGC.LGCsec2.74,Circuit,120/208,1044,Refrigerator training 1020,Refrigerator training!#!#!1020,,,,,,
MSWB.7-DG.2-L4GC.37A-TGC.LGCsec2.75,Circuit,120/208,1044,Ice maker Training rm 1020,Ice maker Training!#!#!1020,,,,,,
MSWB.7-DG.2-L4GC.37A-TGC.LGCsec2.76,Circuit,120/208,1044,Outlet for whirpool training 1020,Outlet for whirpool training!#!#!1020,,,,,,
MSWB.7-DG.2-L4GC.37A-TGC.LGCsec2.77,Circuit,120/208,1044,Hand Dryer rm 1024,Hand Dryer!#!#!1024,,,,,,
MSWB.7-DG.2-L4GC.37A-TGC.LGCsec2.78,Circuit,120/208,1044,Hand Dryer rm 1026,Hand Dryer!#!#!1026,,,,,,
,,,,,,,,,,,
MSWB.7-DG.2-L4GC.37A-TGC.LGCsec3,Panel,120/208,1044,B1 RM1044 | 113-02 | L4GC>TGC>LGCsec3,Panel!#!#!1044,,,,,,
MSWB.7-DG.2-L4GC.37A-TGC.LGCsec3.79,Circuit,120/208,1044,Outlets rm 1030A | Outlets rm 1030B,Outlets!#!#!1030A | Outlets!#!#!1030B,,,,,,
MSWB.7-DG.2-L4GC.37A-TGC.LGCsec3.80,Circuit,120/208,1044,Outlets rm 1030A | Outlets rm 1030B,Outlets!#!#!1030A | Outlets!#!#!1030B,,,,,,
MSWB.7-DG.2-L4GC.37A-TGC.LGCsec3.81,Circuit,120/208,1044,Hand Dryer Men's rm 1051,Hand Dryer Men's!#!#!1051,,,,,,
MSWB.7-DG.2-L4GC.37A-TGC.LGCsec3.82,Circuit,120/208,1044,Outlets key  rm 1052,Outlets key !#!#!1052,,,,,,
MSWB.7-DG.2-L4GC.37A-TGC.LGCsec3.83,Circuit,120/208,1044,Hand Dryer Women's rm 1051A,Hand Dryer Women's!#!#!1051A,,,,,,
MSWB.7-DG.2-L4GC.37A-TGC.LGCsec3.84,Circuit,120/208,1044,Hand Dryer bath rm 1034A,Hand Dryer bath!#!#!1034A,,,,,,
MSWB.7-DG.2-L4GC.37A-TGC.LGCsec3.85,Circuit,120/208,1044,Hand Dryer bath rm 1051A,Hand Dryer bath!#!#!1051A,,,,,,
MSWB.7-DG.2-L4GC.37A-TGC.LGCsec3.86,Circuit,120/208,1044,Water cooler-corr 1004,Water cooler corr!#!#!1004,,,,,,
MSWB.7-DG.2-L4GC.37A-TGC.LGCsec3.87,Circuit,120/208,1044,Outlets office 1021,Outlets office!#!#!1021,,,,,,
MSWB.7-DG.2-L4GC.37A-TGC.LGCsec3.88,Circuit,120/208,1044,Outlets Kiln rm |outlets M&W restrooms,Outlets Kiln!#!#!|outlets M&W rest!#!#!,,,,,,
MSWB.7-DG.2-L4GC.37A-TGC.LGCsec3.89,Circuit,120/208,1044,Outlets-corr 1040 | Outlets team 1039,Outlets corr!#!#!1040 | Outlets team!#!#!1039,,,,,,
MSWB.7-DG.2-L4GC.37A-TGC.LGCsec3.90,Circuit,120/208,1044,Outlets store 1034,Outlets store!#!#!1034,,,,,,
MSWB.7-DG.2-L4GC.37A-TGC.LGCsec3.91,Circuit,120/208,1044,Blank,BLANK,,,,,,
MSWB.7-DG.2-L4GC.37A-TGC.LGCsec3.92,Circuit,120/208,1044,Outlets office 1033,Outlets office!#!#!1033,,,,,,
MSWB.7-DG.2-L4GC.37A-TGC.LGCsec3.93,Circuit,120/208,1044,Outlets office 1022 ,Outlets office!#!#!1022,,,,,,
MSWB.7-DG.2-L4GC.37A-TGC.LGCsec3.94,Circuit,120/208,1044,Outlets team RM 1041 |Outlets team RM 1042 |Outlets team RM 1015a,Outlets team!#!#!1041 |Outlets team!#!#!1042 |Outlets team!#!#!1015a,,,,,,
MSWB.7-DG.2-L4GC.37A-TGC.LGCsec3.95,Circuit,120/208,1044,Outlets Janitors closet 1031A | Security Panel,Outlets Janitors closet!#!#!1031A | Security Panel,,,,,,
MSWB.7-DG.2-L4GC.37A-TGC.LGCsec3.96,Circuit,120/208,1044,Outlets team RM 1037 | Outlets office RM 1035,Outlets team!#!#!1037 | Outlets office!#!#!1035,,,,,,
MSWB.7-DG.2-L4GC.37A-TGC.LGCsec3.97,Circuit,120/208,1044,Outlets boys shower RM 1027,Outlets boys shower!#!#!1027,,,,,,
MSWB.7-DG.2-L4GC.37A-TGC.LGCsec3.98,Circuit,120/208,1044,Outlets girls' shower RM 1025,Outlets girls' shower!#!#!1025,,,,,,
MSWB.7-DG.2-L4GC.37A-TGC.LGCsec3.99,Circuit,120/208,1044,Outlets girls' toilet RM 1024,Outlets girls' toilet!#!#!1024,,,,,,
MSWB.7-DG.2-L4GC.37A-TGC.LGCsec3.100,Circuit,120/208,1044,Fan F-11 | Fan F-12 | Fan F-13 | Fan F-19,Fan F-11 | Fan F-12 | Fan F-13 | Fan F-19,,,,,,
MSWB.7-DG.2-L4GC.37A-TGC.LGCsec3.101,Circuit,120/208,1044,Fan F-25 | 1/6 HP | Emergency Gen Room,Fan F-25,,,,,,
MSWB.7-DG.2-L4GC.37A-TGC.LGCsec3.102,Circuit,120/208,1044,BLANK,BLANK,,,,,,
MSWB.7-DG.2-L4GC.37A-TGC.LGCsec3.103,Circuit,120/208,1044,BLANK,BLANK,,,,,,
MSWB.7-DG.2-L4GC.37A-TGC.LGCsec3.104,Circuit,120/208,1044,Fan F-14 | 1/3 HP | Ceramic Rm 1047 | ,Fan F-14,,,,,,
MSWB.7-DG.2-L4GC.37A-TGC.LGCsec3.105,Circuit,120/208,1044,Water Cooler-corr 1004,Water Cooler corr!#!#!1004,,,,,,
MSWB.7-DG.2-L4GC.37A-TGC.LGCsec3.106,Circuit,120/208,1044,BLANK,BLANK,,,,,,
MSWB.7-DG.2-L4GC.37A-TGC.LGCsec3.107,Circuit,120/208,1044,BLANK,BLANK,,,,,,
MSWB.7-DG.2-L4GC.37A-TGC.LGCsec3.108,Circuit,120/208,1044,BLANK,BLANK,,,,,,
MSWB.7-DG.2-L4GC.37A-TGC.LGCsec3.109,Circuit,120/208,1044,Kiln,Kiln,,,,,,
MSWB.7-DG.2-L4GC.37A-TGC.LGCsec3.110,Circuit,120/208,1044,BLANK,BLANK,,,,,,
MSWB.7-DG.2-L4GC.37A-TGC.LGCsec3.111,Circuit,120/208,1044,Kiln,Kiln,,,,,,
MSWB.7-DG.2-L4GC.37A-TGC.LGCsec3.112,Circuit,120/208,1044,BLANK,BLANK,,,,,,
MSWB.7-DG.2-L4GC.37A-TGC.LGCsec3.113,Circuit,120/208,1044,Kiln,Kiln,,,,,,
MSWB.7-DG.2-L4GC.37A-TGC.LGCsec3.114,Circuit,120/208,1044,BLANK,BLANK,,,,,,
MSWB.7-DG.2-L4GC.37A-TGC.LGCsec3.115,Circuit,120/208,1044,Kiln,Kiln,,,,,,
MSWB.7-DG.2-L4GC.37A-TGC.LGCsec3.116,Circuit,120/208,1044,BLANK,BLANK,,,,,,
MSWB.7-DG.2-L4GC.37A-TGC.LGCsec3.117,Circuit,120/208,1044,Kiln,Kiln,,,,,,
MSWB.7-DG.2-L4GC.37A-TGC.LGCsec3.118,Circuit,120/208,1044,BLANK,BLANK,,,,,,
MSWB.7-DG.2-L4GC.37A-TGC.LGCsec3.119,Circuit,120/208,1044,Kiln,Kiln,,,,,,
MSWB.7-DG.2-L4GC.37A-TGC.LGCsec3.120,Circuit,120/208,1044,BLANK,BLANK,,,,,,
,,,,,,,,,,,
MSWB.7-DG.3-L4G1sec1,Panel,277/480,2007,B2 RM2007 | L1-01,Panel!#!#!2007,,,,,,
MSWB.7-DG.3-L4G1sec1.1,Circuit,277/480,2007,Lights Exterior gym 1001,Lights Exterior gym!#!#!1001,,,,,,
MSWB.7-DG.3-L4G1sec1.2,Circuit,277/480,2007,Roof Fan F-17 | 1/3 HP | Locker & Toilet ,F-17,,,,,,
MSWB.7-DG.3-L4G1sec1.3,Circuit,277/480,2007,Lights Exterior gym 1001,Lights Exterior gym!#!#!1001,,,,,,
MSWB.7-DG.3-L4G1sec1.4,Circuit,277/480,2007,Roof Fan F-17 | 1/3 HP | Locker & Toilet ,F-17,,,,,,
MSWB.7-DG.3-L4G1sec1.5,Circuit,277/480,2007,Lights exterior  (East) | Lights Soffit ,Lights exterior (East) | Lights Soffit,,,,,,
MSWB.7-DG.3-L4G1sec1.6,Circuit,277/480,2007,Roof Fan F-17 | 1/3 HP | Locker & Toilet ,F-17,,,,,,
MSWB.7-DG.3-L4G1sec1.7,Circuit,277/480,2007,Lights exterior -Lobby | Lights tower floods ,Lights exterior!#!#!Lobby | Lights tower floods,,,,,,
MSWB.7-DG.3-L4G1sec1.8,Circuit,277/480,2007,BLANK,BLANK,,,,,,
MSWB.7-DG.3-L4G1sec1.9,Circuit,277/480,2007,Lights Exterior delivery entrance (West) ,Lights Exterior delivery entrance (West),,,,,,
MSWB.7-DG.3-L4G1sec1.10,Circuit,277/480,2007,Lights-2002A,Lights!#!#!2002A,,,,,,
MSWB.7-DG.3-L4G1sec1.11,Circuit,277/480,2007,Lights-2002 | Lights-2005A,Lights!#!#!2002 | Lights!#!#!2005A,,,,,,
MSWB.7-DG.3-L4G1sec1.12,Circuit,277/480,2007,Lights-2002 | Lights-2005A,Lights!#!#!2002 | Lights!#!#!2005A,,,,,,
MSWB.7-DG.3-L4G1sec1.13,Circuit,277/480,2007,Lights elevator lobby | Lights stairs B1,Lights elevator lobby | Lights stairs B1,,,,,,
MSWB.7-DG.3-L4G1sec1.14,Circuit,277/480,2007,Spare,Spare,,,,,,
MSWB.7-DG.3-L4G1sec1.15,Circuit,277/480,2007,BLANK,BLANK,,,,,,
MSWB.7-DG.3-L4G1sec1.16,Circuit,277/480,2007,Lights-1002| Lights-2009 | Lights-2015 | Field House Corr,Lights!#!#!1002| Lights!#!#!2009 | Lights!#!#!2015 | Field House corr,,,,,,
MSWB.7-DG.3-L4G1sec1.17,Circuit,277/480,2007,Lights-3002 | Lights lobby 3002 | Lights tower sconces,Lights!#!#!3002 | Lights lobby!#!#!3002 | Lights tower sconces,,,,,,
MSWB.7-DG.3-L4G1sec1.18,Circuit,277/480,2007,Lights lobby 2016 | Lights high  bay,Lights lobby!#!#!2016 | Lights high bay,,,,,,
MSWB.7-DG.3-L4G1sec1.19,Circuit,277/480,2007,BLANK,BLANK,,,,,,
MSWB.7-DG.3-L4G1sec1.20-TGD,Transformer,277/480,2007,,Transformer!#!#!2007,,,,,,
MSWB.7-DG.3-L4G1sec1.21,Circuit,277/480,2007,BLANK,BLANK,,,,,,
MSWB.7-DG.3-L4G1sec1.22,Circuit,277/480,2007,LG1 Via TGD,LG1 Via TGD,,,,,,
MSWB.7-DG.3-L4G1sec1.23,Circuit,277/480,2007,BLANK,BLANK,,,,,,
MSWB.7-DG.3-L4G1sec1.24,Circuit,277/480,2007,LG1 Via TGD,LG1 Via TGD,,,,,,
,,,,,,,,,,,
MSWB.7-DG.3-L4G1sec2,Panel,277/480,2007,B2 RM2007 | L1-01,Panel!#!#!2007,,,,,,
MSWB.7-DG.3-L4G1sec2.19,Circuit,277/480,2007,BLANK,BLANK,,,,,,
MSWB.7-DG.3-L4G1sec2.20,Circuit,277/480,2007,Lights lobby 2016,Lights lobby!#!#!2016,,,,,,
MSWB.7-DG.3-L4G1sec2.21,Circuit,277/480,2007,BLANK,BLANK,,,,,,
MSWB.7-DG.3-L4G1sec2.22,Circuit,277/480,2007,Lights lobby 2016,Lights lobby!#!#!2016,,,,,,
MSWB.7-DG.3-L4G1sec2.23,Circuit,277/480,2007,Lights vest 2016,Lights vest!#!#!2016,,,,,,
MSWB.7-DG.3-L4G1sec2.24,Circuit,277/480,2007,Lights-2006|Lights-2007|Lights-2013|Lights-corr 2010,Lights!#!#!2006|Lights!#!#!2007|Lights!#!#!2013|Lights corr!#!#!2010,,,,,,
MSWB.7-DG.3-L4G1sec2.25,Circuit,277/480,2007,Lights gym dimmer control (reference) -1001,Lights gym dimmer control (reference)!#!#!1001,,,,,,
MSWB.7-DG.3-L4G1sec2.26,Circuit,277/480,2007,Lights gym 2001,Lights gym!#!#!2001,,,,,,
MSWB.7-DG.3-L4G1sec2.27,Circuit,277/480,2007,Lights gym 2001,Lights gym!#!#!2001,,,,,,
MSWB.7-DG.3-L4G1sec2.28,Circuit,277/480,2007,Lights gym 2001,Lights gym!#!#!2001,,,,,,
MSWB.7-DG.3-L4G1sec2.29,Circuit,277/480,2007,Lights gym 2001,Lights gym!#!#!2001,,,,,,
MSWB.7-DG.3-L4G1sec2.30,Circuit,277/480,2007,Lights gym 2001,Lights gym!#!#!2001,,,,,,
MSWB.7-DG.3-L4G1sec2.31,Circuit,277/480,2007,Lights gym 2001,Lights gym!#!#!2001,,,,,,
MSWB.7-DG.3-L4G1sec2.32,Circuit,277/480,2007,Lights gym 2001,Lights gym!#!#!2001,,,,,,
MSWB.7-DG.3-L4G1sec2.33,Circuit,277/480,2007,Lights gym 2001,Lights gym!#!#!2001,,,,,,
MSWB.7-DG.3-L4G1sec2.34,Circuit,277/480,2007,Lights lobby 2016 | 3rd Floor | Lights stairs B1,Lights lobby!#!#!2016 | 3rd Floor | Lights !#!#!stairs B1,,,,,,
MSWB.7-DG.3-L4G1sec2.35,Circuit,277/480,2007,Fan F-17A | 1/2 HP | Locker & Toilet ,Fan F-17A,,,,,,
MSWB.7-DG.3-L4G1sec2.36,Circuit,277/480,2007,Spare | At jb above ceiling RM 2011,Spare | At jb above ceiling!#!#!2011,,,,,,
MSWB.7-DG.3-L4G1sec2.37,Circuit,277/480,2007,Fan F-17A | 1/2 HP | Locker & Toilet ,Fan F-17A,,,,,,
MSWB.7-DG.3-L4G1sec2.38,Circuit,277/480,2007,Lights gym 1001 | Zone 2 panel 2,Lights gym Zone 2 panel 2!#!#!1001,,,,,,
MSWB.7-DG.3-L4G1sec2.39,Circuit,277/480,2007,Fan F-17A | 1/2 HP | Locker & Toilet ,Fan F-17A,,,,,,
MSWB.7-DG.3-L4G1sec2.40,Circuit,277/480,2007,Lights gym 1001 | Zone 1 panel 1 | Spare,Lights gym Zone 1 panel 1!#!#!1001,,,,,,
MSWB.7-DG.3-L4G1sec2.41,Circuit,277/480,2007,Spare,Spare,,,,,,
MSWB.7-DG.3-L4G1sec2.42,Circuit,277/480,2007,Lights gym 1001 | Zone 2 panel 1 | Spare,Lights gym Zone 2 panel 1!#!#!1001,,,,,,
MSWB.7-DG.3-L4G1sec2.43,Circuit,277/480,2007,Spare,Spare,,,,,,
MSWB.7-DG.3-L4G1sec2.44,Circuit,277/480,2007,Lights gym 1001 | Zone 4 panel 3 ,Lights gym Zone 4 panel 3!#!#!1001,,,,,,
MSWB.7-DG.3-L4G1sec2.45,Circuit,277/480,2007,Spare,Spare,,,,,,
MSWB.7-DG.3-L4G1sec2.46,Circuit,277/480,2007,Lights gym 1001 | Zone 3 panel 2 ,Lights gym Zone 3 panel 2!#!#!1001,,,,,,
MSWB.7-DG.3-L4G1sec2.47,Circuit,277/480,2007,BLANK,BLANK,,,,,,
MSWB.7-DG.3-L4G1sec2.48,Circuit,277/480,2007,Lights gym 1001 | Zone 3 panel 2 ,Lights gym Zone 3 panel 2!#!#!1001,,,,,,
MSWB.7-DG.3-L4G1sec2.49,Circuit,277/480,2007,Lights gym 1001 | Zone 1 panel 1 ,Lights gym Zone 1 panel 1!#!#!1001,,,,,,
